abbrName	ncbiID	fullName	isolate	strain	norank_57678	serogroup	formaspecialis	varietas	subspecies	species	norank_600669	norank_44542	speciessubgroup	norank_2640012	speciesgroup	norank_44537	subgenus	genus	subtribe	norank_1304792	norank_1535325	norank_1113537	norank_1142503	tribe	norank_1648033	subfamily	norank_359160	norank_147370	family	norank_337687	norank_1912919	superfamily	norank_74971	norank_104431	norank_43741	norank_37567	norank_43738	parvorder	norank_480117	norank_480118	infraorder	norank_33351	norank_33349	norank_33347	suborder	norank_33343	order	norank_2812636	norank_33083	norank_9263	norank_91836	norank_314147	norank_6970	norank_4734	superorder	norank_71275	norank_1437201	norank_186626	norank_1489908	norank_1437010	subcohort	norank_1489872	norank_91827	norank_9347	norank_123369	norank_123368	norank_123367	norank_123366	norank_123365	cohort	norank_32525	norank_71240	norank_186625	norank_1489341	infraclass	subclass	norank_4447	norank_1437183	norank_85512	class	norank_2290931	norank_2283794	norank_2692248	norank_404260	norank_715989	norank_2683659	norank_715962	norank_436492	norank_58024	norank_436491	norank_436489	norank_436486	norank_8492	norank_1329799	norank_32561	norank_8457	norank_32524	norank_3208	norank_716546	norank_32523	norank_78536	norank_1338369	norank_58023	norank_3193	superclass	norank_117571	norank_117570	norank_7776	norank_7742	subphylum	norank_716545	norank_197562	norank_197563	phylum	norank_1783275	norank_1798711	norank_2696291	norank_554915	norank_33630	norank_1206795	norank_112252	norank_2611352	norank_2697495	norank_68336	norank_1783257	norank_1783272	norank_1783270	norank_1935183	norank_33634	norank_2611341	norank_88770	norank_2698737	norank_1206794	norank_33317	norank_33511	norank_33213	norank_6072	subkingdom	kingdom	norank_999999001	norank_999999005	norank_999999002	norank_999999003	norank_999999004	norank_33154	superkingdom	norank_131567	root
ncbi7719	7719	Ciona intestinalis	7719	7719	7719	7719	7719	7719	7719	7719	7719	7719	7719	7719	7719	7719	7719	7718	7718	7718	7718	7718	7718	7718	7718	7718	7718	7718	7717	7717	7717	7717	7717	7717	7717	7717	7717	7717	7717	7717	7717	7717	7717	7717	7717	7717	7716	7716	7716	7716	7716	7716	7716	7716	7716	7716	7716	7716	7716	7716	7716	7716	7716	7716	7716	7716	7716	7716	7716	7716	7716	7716	7716	7716	7716	7716	7716	7716	7716	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7712	7712	7712	7712	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	33511	33213	6072	6072	33208	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi7739	7739	Branchiostoma floridae	7739	7739	7739	7739	7739	7739	7739	7739	7739	7739	7739	7739	7739	7739	7739	7737	7737	7737	7737	7737	7737	7737	7737	7737	7737	7737	7736	7736	7736	7736	7736	7736	7736	7736	7736	7736	7736	7736	7736	7736	7736	7736	7736	7736	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682553	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	2682552	7735	7735	7735	7735	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	33511	33213	6072	6072	33208	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi7918	7918	Lepisosteus oculatus	7918	7918	7918	7918	7918	7918	7918	7918	7918	7918	7918	7918	7918	7918	7918	7916	7916	7916	7916	7916	7916	7916	7916	7916	7916	7916	7915	7915	7915	7915	7915	7915	7915	7915	7915	7915	7915	7915	7915	7915	7915	7915	7915	7915	7914	7914	7914	7914	7914	7914	7914	7914	7914	7914	7914	7914	7914	7914	7914	7914	7914	7914	7914	7914	7914	7914	7914	7914	7914	7914	7914	7914	1489100	41665	41665	41665	41665	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	7898	117571	117570	7776	7742	89593	89593	89593	89593	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	33511	33213	6072	6072	33208	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi7955	7955	Danio rerio	7955	7955	7955	7955	7955	7955	7955	7955	7955	7955	7955	7955	7955	7955	7955	7954	7954	7954	7954	7954	7954	7954	7954	2743711	2743711	2743711	2743709	2743709	2743709	2743709	2743709	2743709	2743709	2743709	2743709	2743709	2743709	2743709	2743709	2743709	2743709	2743709	30727	30727	7952	7952	7952	7952	7952	7952	7952	7952	186627	186627	186627	186626	186626	186626	32519	32519	32519	32519	32519	32519	32519	32519	32519	186634	186634	186634	186625	1489341	32443	41665	41665	41665	41665	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	7898	117571	117570	7776	7742	89593	89593	89593	89593	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	33511	33213	6072	6072	33208	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi8090	8090	Oryzias latipes	8090	8090	8090	8090	8090	8090	8090	8090	8090	8090	8090	8090	8090	8090	8090	8089	8089	8089	8089	8089	8089	8089	8089	8088	8088	8088	47757	47757	47757	47757	47757	47757	47757	47757	47757	47757	47757	47757	47757	47757	47757	47757	28781	28781	76071	76071	76071	76071	76071	76071	76071	76071	1489913	1489913	1489913	1489913	1489908	1489908	1489908	1489872	1489872	1489872	123369	123368	123367	123366	123365	1489388	1489388	1489388	186625	1489341	32443	41665	41665	41665	41665	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	186623	7898	117571	117570	7776	7742	89593	89593	89593	89593	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	33511	33213	6072	6072	33208	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi81824	81824	Monosiga brevicollis	81824	81824	81824	81824	81824	81824	81824	81824	81824	81824	81824	81824	81824	81824	81824	81525	81525	81525	81525	81525	81525	81525	81525	81525	81525	81525	81529	81529	81529	81529	81529	81529	81529	81529	81529	81529	81529	81529	81529	81529	81529	81529	81529	81529	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	1924738	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	28009	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi83332	83332	Mycobacterium tuberculosis H37Rv	83332	83332	83332	83332	83332	83332	83332	1773	1773	1773	1773	1773	77643	77643	77643	1763	1763	1763	1763	1763	1763	1763	1763	1763	1763	1763	1762	1762	1762	1762	1762	1762	1762	1762	1762	1762	1762	1762	1762	1762	1762	1762	1762	1762	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	85007	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	201174	201174	201174	201174	201174	201174	201174	201174	201174	201174	201174	201174	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	1783272	2	131567	1
ncbi83333	83333	Escherichia coli K-12	83333	83333	83333	83333	83333	83333	83333	562	562	562	562	562	562	562	562	561	561	561	561	561	561	561	561	561	561	561	543	543	543	543	543	543	543	543	543	543	543	543	543	543	543	543	543	543	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	91347	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi8364	8364	Xenopus tropicalis	8364	8364	8364	8364	8364	8364	8364	8364	8364	8364	8364	8364	8364	8364	8363	8353	8353	8353	8353	8353	8353	8353	8353	8360	8360	8360	8352	8352	8352	30319	30319	30319	30319	30319	30319	30319	30319	30319	30319	30319	30319	30319	30319	30319	8342	8342	8342	8342	8342	8342	8342	8342	41666	41666	41666	41666	41666	41666	41666	41666	41666	41666	41666	41666	41666	41666	41666	41666	41666	41666	41666	41666	41666	41666	41666	41666	41666	8292	8292	8292	8292	8292	8292	8292	8292	8292	8292	8292	8292	8292	8292	8292	8292	8292	8292	8292	8292	32523	32523	1338369	1338369	1338369	8287	117571	117570	7776	7742	89593	89593	89593	89593	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	33511	33213	6072	6072	33208	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi85962	85962	Helicobacter pylori 26695	85962	85962	85962	85962	85962	85962	85962	210	210	210	210	210	210	210	210	209	209	209	209	209	209	209	209	209	209	209	72293	72293	72293	72293	72293	72293	72293	72293	72293	72293	72293	72293	72293	72293	72293	72293	72293	72293	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	213849	29547	29547	29547	29547	29547	29547	29547	29547	29547	29547	29547	29547	29547	29547	29547	29547	29547	29547	29547	29547	29547	29547	29547	29547	29547	29547	29547	29547	29547	29547	68525	68525	68525	68525	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	1
ncbi9031	9031	Gallus gallus	9031	9031	9031	9031	9031	9031	9031	9031	9031	9031	9031	9031	9031	9031	9031	9030	9030	9030	9030	9030	9030	9030	9030	9072	9072	9072	9005	9005	9005	9005	9005	9005	9005	9005	9005	9005	9005	9005	9005	9005	9005	9005	9005	9005	8976	8976	8976	8976	8976	8976	8976	8976	1549675	1549675	1549675	1549675	1549675	1549675	1549675	1549675	1549675	1549675	1549675	1549675	1549675	1549675	1549675	1549675	1549675	1549675	1549675	1549675	8825	8825	8825	8825	8825	8782	8782	8782	8782	8782	8782	8782	8782	436492	436492	436491	436489	436486	8492	1329799	32561	8457	32524	32524	32524	32523	32523	1338369	1338369	1338369	8287	117571	117570	7776	7742	89593	89593	89593	89593	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	33511	33213	6072	6072	33208	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi9595	9595	Gorilla gorilla gorilla	9595	9595	9595	9595	9595	9595	9595	9593	9593	9593	9593	9593	9593	9593	9593	9592	9592	9592	9592	9592	9592	9592	9592	207598	207598	207598	9604	9604	9604	314295	314295	314295	314295	314295	314295	9526	9526	9526	314293	314293	314293	314293	376913	376913	9443	9443	9443	9443	9443	9443	9443	9443	314146	314146	314146	314146	314146	1437010	1437010	1437010	1437010	9347	9347	9347	9347	9347	9347	9347	32525	32525	32525	32525	32525	32525	32525	32525	32525	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	32524	32524	32524	32523	32523	1338369	1338369	1338369	8287	117571	117570	7776	7742	89593	89593	89593	89593	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	33511	33213	6072	6072	33208	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi9598	9598	Pan troglodytes	9598	9598	9598	9598	9598	9598	9598	9598	9598	9598	9598	9598	9598	9598	9598	9596	9596	9596	9596	9596	9596	9596	9596	207598	207598	207598	9604	9604	9604	314295	314295	314295	314295	314295	314295	9526	9526	9526	314293	314293	314293	314293	376913	376913	9443	9443	9443	9443	9443	9443	9443	9443	314146	314146	314146	314146	314146	1437010	1437010	1437010	1437010	9347	9347	9347	9347	9347	9347	9347	32525	32525	32525	32525	32525	32525	32525	32525	32525	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	32524	32524	32524	32523	32523	1338369	1338369	1338369	8287	117571	117570	7776	7742	89593	89593	89593	89593	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	33511	33213	6072	6072	33208	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi9606	9606	Homo sapiens	9606	9606	9606	9606	9606	9606	9606	9606	9606	9606	9606	9606	9606	9606	9606	9605	9605	9605	9605	9605	9605	9605	9605	207598	207598	207598	9604	9604	9604	314295	314295	314295	314295	314295	314295	9526	9526	9526	314293	314293	314293	314293	376913	376913	9443	9443	9443	9443	9443	9443	9443	9443	314146	314146	314146	314146	314146	1437010	1437010	1437010	1437010	9347	9347	9347	9347	9347	9347	9347	32525	32525	32525	32525	32525	32525	32525	32525	32525	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	32524	32524	32524	32523	32523	1338369	1338369	1338369	8287	117571	117570	7776	7742	89593	89593	89593	89593	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	33511	33213	6072	6072	33208	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi9615	9615	Canis lupus familiaris	9615	9615	9615	9615	9615	9615	9615	9612	9612	9612	9612	9612	9612	9612	9612	9611	9611	9611	9611	9611	9611	9611	9611	9611	9611	9611	9608	9608	9608	9608	9608	9608	9608	9608	9608	9608	9608	9608	9608	9608	9608	9608	379584	379584	33554	33554	33554	33554	33554	33554	33554	33554	314145	314145	314145	314145	314145	1437010	1437010	1437010	1437010	9347	9347	9347	9347	9347	9347	9347	32525	32525	32525	32525	32525	32525	32525	32525	32525	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	32524	32524	32524	32523	32523	1338369	1338369	1338369	8287	117571	117570	7776	7742	89593	89593	89593	89593	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	33511	33213	6072	6072	33208	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
ncbi9913	9913	Bos taurus	9913	9913	9913	9913	9913	9913	9913	9913	9913	9913	9913	9913	9913	9913	9913	9903	9903	9903	9903	9903	9903	9903	9903	27592	27592	27592	9895	9895	9895	9895	9895	9895	9895	9895	9895	9895	9895	9895	35500	35500	35500	35500	9845	9845	91561	91561	91561	91561	91561	91561	91561	91561	314145	314145	314145	314145	314145	1437010	1437010	1437010	1437010	9347	9347	9347	9347	9347	9347	9347	32525	32525	32525	32525	32525	32525	32525	32525	32525	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	32524	32524	32524	32523	32523	1338369	1338369	1338369	8287	117571	117570	7776	7742	89593	89593	89593	89593	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	7711	33511	33213	6072	6072	33208	999999001	999999001	999999002	999999003	999999004	33154	2759	131567	1
